"Notes"	"County"	"County Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Scott County, IA"	"19163"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	27	172474	15.7
	"Douglas County, KS"	"20045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	118053	Unreliable
	"Douglas County, KS"	"20045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	119440	Unreliable
	"Johnson County, KS"	"20091"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	27	580159	4.7
	"Johnson County, KS"	"20091"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	41	584451	7.0
	"Johnson County, KS"	"20091"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	12	580159	Unreliable
	"Johnson County, KS"	"20091"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	16	584451	Unreliable
	"Leavenworth County, KS"	"20103"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	80204	Unreliable
	"Reno County, KS"	"20155"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	63718	Unreliable
	"Sedgwick County, KS"	"20173"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	72	511574	14.1
	"Sedgwick County, KS"	"20173"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	59	511995	11.5
	"Sedgwick County, KS"	"20173"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	18	511995	Unreliable
	"Shawnee County, KS"	"20177"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	19	178725	Unreliable
	"Shawnee County, KS"	"20177"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	22	178146	12.3
	"Wyandotte County, KS"	"20209"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	163369	Unreliable
	"Wyandotte County, KS"	"20209"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	163831	Unreliable
	"Bell County, KY"	"21013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	17	27337	Unreliable
	"Boone County, KY"	"21015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	47	127712	36.8
	"Boone County, KY"	"21015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	38	128536	29.6
	"Boyd County, KY"	"21019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	20	48325	41.4
	"Boyd County, KY"	"21019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	22	48132	45.7
	"Boyle County, KY"	"21021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	30018	Unreliable
	"Bullitt County, KY"	"21029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	78702	Unreliable
	"Bullitt County, KY"	"21029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	19	79151	Unreliable
	"Butler County, KY"	"21031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	12938	Unreliable
	"Campbell County, KY"	"21037"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	46	92066	50.0
	"Campbell County, KY"	"21037"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	65	92211	70.5
	"Clark County, KY"	"21049"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	35757	Unreliable
	"Daviess County, KY"	"21059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	99259	Unreliable
	"Daviess County, KY"	"21059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	99674	Unreliable
	"Fayette County, KY"	"21067"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	103	314488	32.8
	"Fayette County, KY"	"21067"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	113	318449	35.5
	"Floyd County, KY"	"21071"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	17	37756	Unreliable
	"Floyd County, KY"	"21071"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	37110	Unreliable
	"Franklin County, KY"	"21073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	50375	Unreliable
	"Franklin County, KY"	"21073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	50560	Unreliable
	"Grant County, KY"	"21081"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	24923	Unreliable
	"Grayson County, KY"	"21085"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	26184	Unreliable
	"Greenup County, KY"	"21089"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	36068	Unreliable
	"Hardin County, KY"	"21093"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	23	107316	21.4
	"Harrison County, KY"	"21097"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	23	18646	123.4
	"Jefferson County, KY"	"21111"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	184	763623	24.1
	"Jefferson County, KY"	"21111"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	304	765352	39.7
	"Jefferson County, KY"	"21111"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	14	765352	Unreliable
	"Jefferson County, KY"	"21111"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	21	763623	2.8
	"Jessamine County, KY"	"21113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	51961	Unreliable
	"Jessamine County, KY"	"21113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	52357	Unreliable
	"Kenton County, KY"	"21117"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	102	165012	61.8
	"Kenton County, KY"	"21117"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	82	164945	49.7
	"Kenton County, KY"	"21117"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	10	165012	Unreliable
	"Knox County, KY"	"21121"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	18	31730	Unreliable
	"Knox County, KY"	"21121"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	31687	Unreliable
	"Laurel County, KY"	"21125"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	60094	Unreliable
	"Lincoln County, KY"	"21137"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	24372	Unreliable
	"Madison County, KY"	"21151"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	27	87824	30.7
	"Madison County, KY"	"21151"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	26	89547	29.0
	"Marshall County, KY"	"21157"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	31365	Unreliable
	"Martin County, KY"	"21159"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	12307	Unreliable
	"Mercer County, KY"	"21167"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	21477	Unreliable
	"Nelson County, KY"	"21179"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	45559	Unreliable
	"Oldham County, KY"	"21185"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	64875	Unreliable
	"Perry County, KY"	"21193"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	27565	Unreliable
	"Pike County, KY"	"21195"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	61792	35.6
	"Pike County, KY"	"21195"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	60555	Unreliable
	"Pulaski County, KY"	"21199"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	63782	Unreliable
	"Pulaski County, KY"	"21199"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	63956	Unreliable
	"Scott County, KY"	"21209"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	52420	Unreliable
	"Scott County, KY"	"21209"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	53972	38.9
	"Shelby County, KY"	"21211"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	45632	Unreliable
	"Shelby County, KY"	"21211"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	13	46408	Unreliable
	"Warren County, KY"	"21227"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	15	122851	Unreliable
	"Warren County, KY"	"21227"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	125532	Unreliable
	"Whitley County, KY"	"21235"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	16	36129	Unreliable
	"Ascension Parish, LA"	"22005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	16	119455	Unreliable
	"Ascension Parish, LA"	"22005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	121587	Unreliable
	"Bossier Parish, LA"	"22015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	18	126057	Unreliable
	"Caddo Parish, LA"	"22017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	26	251460	10.3
	"Caddo Parish, LA"	"22017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	248851	8.4
	"Calcasieu Parish, LA"	"22019"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	16	198788	Unreliable
	"Calcasieu Parish, LA"	"22019"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	15	200601	Unreliable
	"East Baton Rouge Parish, LA"	"22033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	72	446753	16.1
	"East Baton Rouge Parish, LA"	"22033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	79	447037	17.7
	"Iberia Parish, LA"	"22045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	74103	Unreliable
	"Iberia Parish, LA"	"22045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	73273	Unreliable
	"Jefferson Parish, LA"	"22051"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	116	436275	26.6
	"Jefferson Parish, LA"	"22051"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	141	436523	32.3
	"Lafayette Parish, LA"	"22055"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	28	240098	11.7
	"Lafayette Parish, LA"	"22055"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	40	241398	16.6
	"Lafourche Parish, LA"	"22057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	98325	Unreliable
	"Lafourche Parish, LA"	"22057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	98305	Unreliable
	"Livingston Parish, LA"	"22063"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	47	137788	34.1
	"Livingston Parish, LA"	"22063"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	57	140138	40.7
	"Orleans Parish, LA"	"22071"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	96	389617	24.6
	"Orleans Parish, LA"	"22071"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	144	391495	36.8
	"Ouachita Parish, LA"	"22073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	156761	14.7
	"Ouachita Parish, LA"	"22073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	24	156983	15.3
	"Rapides Parish, LA"	"22079"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	132141	Unreliable
	"Rapides Parish, LA"	"22079"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	31	132424	23.4
	"St. Bernard Parish, LA"	"22087"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	12	45688	Unreliable
	"St. Charles Parish, LA"	"22089"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	52812	Unreliable
	"St. Charles Parish, LA"	"22089"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	52923	Unreliable
	"St. Landry Parish, LA"	"22097"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	83848	Unreliable
	"St. Tammany Parish, LA"	"22103"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	61	250088	24.4
	"St. Tammany Parish, LA"	"22103"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	57	253602	22.5
	"Tangipahoa Parish, LA"	"22105"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	24	128755	18.6
	"Tangipahoa Parish, LA"	"22105"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	35	130710	26.8
	"Terrebonne Parish, LA"	"22109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	35	113972	30.7
	"Terrebonne Parish, LA"	"22109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	113220	18.5
	"Vermilion Parish, LA"	"22113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	59875	Unreliable
	"Vermilion Parish, LA"	"22113"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	60205	Unreliable
	"Washington Parish, LA"	"22117"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	18	46371	Unreliable
	"Washington Parish, LA"	"22117"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	27	46310	58.3
	"Androscoggin County, ME"	"23001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	107233	21.4
	"Androscoggin County, ME"	"23001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	25	107319	23.3
	"Aroostook County, ME"	"23003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	67959	Unreliable
	"Cumberland County, ME"	"23005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	67	289977	23.1
	"Cumberland County, ME"	"23005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	59	292041	20.2
	"Hancock County, ME"	"23009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	54419	Unreliable
	"Kennebec County, ME"	"23011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	28	119980	23.3
	"Kennebec County, ME"	"23011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	28	120569	23.2
	"Oxford County, ME"	"23017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	57217	Unreliable
	"Penobscot County, ME"	"23019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	24	152692	15.7
	"Penobscot County, ME"	"23019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	42	151806	27.7
	"Somerset County, ME"	"23025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	50915	Unreliable
	"Washington County, ME"	"23029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	23	31450	73.1
	"York County, ME"	"23031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	39	201169	19.4
	"York County, ME"	"23031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	52	202343	25.7
	"Allegany County, MD"	"24001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	11	72528	Unreliable
	"Allegany County, MD"	"24001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	37	72130	51.3
	"Anne Arundel County, MD"	"24003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	34	564195	6.0
	"Anne Arundel County, MD"	"24003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	66	568346	11.6
	"Anne Arundel County, MD"	"24003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	11	564195	Unreliable
	"Anne Arundel County, MD"	"24003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	88	564195	15.6
	"Anne Arundel County, MD"	"24003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	144	568346	25.3
	"Baltimore County, MD"	"24005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	66	831128	7.9
	"Baltimore County, MD"	"24005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	96	831026	11.6
	"Baltimore County, MD"	"24005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	168	831128	20.2
	"Baltimore County, MD"	"24005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	274	831026	33.0
	"Calvert County, MD"	"24009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	91251	Unreliable
	"Calvert County, MD"	"24009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	14	90595	Unreliable
	"Calvert County, MD"	"24009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	20	91251	21.9
	"Caroline County, MD"	"24011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	10	32850	Unreliable
	"Carroll County, MD"	"24013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	167627	Unreliable
	"Carroll County, MD"	"24013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	167656	Unreliable
	"Carroll County, MD"	"24013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	27	167627	16.1
	"Carroll County, MD"	"24013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	41	167656	24.5
	"Cecil County, MD"	"24015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	102382	Unreliable
	"Cecil County, MD"	"24015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	23	102603	22.4
	"Cecil County, MD"	"24015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	19	102382	Unreliable
	"Cecil County, MD"	"24015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	21	102603	20.5
	"Charles County, MD"	"24017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	157705	Unreliable
	"Charles County, MD"	"24017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	16	156118	Unreliable
	"Charles County, MD"	"24017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	28	157705	17.8
	"Frederick County, MD"	"24021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	245322	Unreliable
	"Frederick County, MD"	"24021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	30	247591	12.1
	"Frederick County, MD"	"24021"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	23	245322	9.4
	"Frederick County, MD"	"24021"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	68	247591	27.5
	"Harford County, MD"	"24025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	250290	Unreliable
	"Harford County, MD"	"24025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	18	251032	Unreliable
	"Harford County, MD"	"24025"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	41	250290	16.4
	"Harford County, MD"	"24025"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	65	251032	25.9
	"Howard County, MD"	"24027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	317233	Unreliable
	"Howard County, MD"	"24027"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	27	313414	8.6
	"Howard County, MD"	"24027"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	35	317233	11.0
	"Montgomery County, MD"	"24031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	1040116	2.1
	"Montgomery County, MD"	"24031"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	44	1043863	4.2
	"Montgomery County, MD"	"24031"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	12	1040116	Unreliable
	"Montgomery County, MD"	"24031"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	15	1043863	Unreliable
	"Montgomery County, MD"	"24031"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	58	1040116	5.6
	"Montgomery County, MD"	"24031"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	64	1043863	6.1
	"Prince George's County, MD"	"24033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	28	909535	3.1
	"Prince George's County, MD"	"24033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	56	908049	6.2
	"Prince George's County, MD"	"24033"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	34	909535	3.7
